Rank,Sourceid,Title,Type,H index
26147,21100790081,NTSP 2016 - Proceedings of the International Conference on New Trends in Signal Processing,conference and proceedings,-
26148,21100330726,NTUT Journal of Intellectual Property Law and Management,journal,Q4
26149,4700152779,Nursing Made Incredibly Easy,journal,Q3
26150,19700186827,Open Electrical and Electronic Engineering Journal,journal,Q4
26151,21100818500,Optics InfoBase Conference Papers,conference and proceedings,-
26152,3900148507,Organization Development Journal,journal,Q4
26153,21100894208,Otolaryngology Case Reports,journal,Q4
26154,29355,Philippine Journal of Nursing,journal,Q4
26155,20400195023,Pneuma,journal,Q3
26156,16841,Podravina,journal,Q4
26157,21100898620,Poincare Journal of Analysis and Applications,journal,Q4
26158,5800170451,Politologija,journal,Q4
26159,12431,Prace i Studia Geograficzne,journal,Q3
26160,21100268262,Prakseologia,journal,Q3
26161,21100456845,"Proceeding - 2015 International Conference on Sustainable Energy Engineering and Application: Sustainable Energy for Greater Development, ICSEEA 2015",conference and proceedings,-
26162,21100467816,"Proceedings - 2015 11th International Conference on Semantics, Knowledge and Grids, SKG 2015",conference and proceedings,-
26163,21100468981,"Proceedings - 2016 8th International Conference on Measuring Technology and Mechatronics Automation, ICMTMA 2016",conference and proceedings,-
26164,21100798561,"Proceedings - 28th IEEE International Symposium on Computer Architecture and High Performance Computing Workshops, SBAC-PADW 2016",conference and proceedings,-
26165,21100457033,"Proceedings - 8th International Conference on Database Theory and Application, DTA 2015",conference and proceedings,-
26166,21100457102,"Proceedings - 8th International Conference on Grid and Distributed Computing, GDC 2015",conference and proceedings,-
26167,21100807090,Proceedings - ACDT 2017: 3rd Asian Conference on Defence Technology: Advance Research Collaboration on Defence Technology,conference and proceedings,-
26168,21100805766,Proceedings - APMediaCast 2016,conference and proceedings,-
26169,13168,Proceedings of the American Philosophical Society,conference and proceedings,-
26170,21100206257,Quaderns,journal,Q3
26171,22063,Rengong Jingti Xuebao/Journal of Synthetic Crystals,journal,Q4
26172,19700174950,Research Journal of Medical Sciences,journal,Q4
26173,21100891177,Reviews in Agricultural Science,journal,Q4
26174,21100897721,Revista Colombiana de Educacion,journal,Q4
26175,20600195529,Revista Colombiana de Sociologia,journal,Q4
26176,9500154103,Revista de Pedagogia,journal,Q4
26177,21100376681,Revista de Senologia y Patologia Mamaria,journal,Q4
26178,21100790345,Revista Mad,journal,Q4
26179,4700151714,Revista Medica de Rosario,journal,Q4
26180,6000159526,Revue de l'Art,journal,Q2
26181,16300154732,Revue Historique,journal,Q3
26182,21100847882,REVUE ROUMAINE DE MATHEMATIQUES PURES ET APPLIQUEES,journal,Q4
26183,21100803366,"Risk, Reliability and Safety: Innovating Theory and Practice - Proceedings of the 26th European Safety and Reliability Conference, ESREL 2016",conference and proceedings,-
26184,22246,Rozhledy v Chirurgii,journal,Q4
26185,18170,Rubber World,journal,Q4
26186,19700194018,Russian Journal of Biopharmaceuticals,journal,Q4
26187,21100934560,"Science, Engineering and Health Studies",journal,Q4
26188,21100848432,Scientific Mining Journal,journal,Q4
26189,90979,Shanghai kou qiang yi xue = Shanghai journal of stomatology,journal,Q4
26190,18912,Shengwu Yixue Gongchengxue Zazhi/Journal of Biomedical Engineering,journal,Q4
26191,21100877012,Slovenska Literatura,journal,Q2
26192,29891,Springer Series in Chemical Physics,book series,Q4
26193,21100845670,Studies in American Humor,journal,Q2
26194,19566,Studies in ancient medicine,book series,Q2
26195,18664,Studies in Symbolic Interaction,book series,Q4
26196,21100824458,Sustentabilidade em Debate,journal,Q4
26197,21100897521,Tejuelo,journal,Q3
26198,16239,The Journal of Law and Religion,journal,Q3
26199,21100203711,Tijdschrift voor Theologie,journal,Q3
26200,11600153487,UNISCI Discussion Papers,journal,Q4
26201,87708,University of Toronto Medical Journal,journal,Q4
26202,21100920870,Verwaltung,journal,Q4
26203,21100815331,Vestnik Drevnei Istorii,journal,Q2
26204,12100157223,Zeitschrift fur Arznei- und Gewurzpflanzen,journal,Q4
26205,21100797234,"10th Workshop on Recent Advances in Slavonic Natural Language Processing, RASLAN 2016 - Proceedings",conference and proceedings,-
26206,21100797704,"2015 International Conference on Computer Science and Applications, CSA 2015",conference and proceedings,-
26207,21100457821,"2015 International Conference on Information Technology Systems and Innovation, ICITSI 2015 - Proceedings",conference and proceedings,-
26208,21100798096,"2016 International Annual Conference of the American Society for Engineering Management, ASEM 2016",conference and proceedings,-
26209,21100817411,"2nd IEEE International Conference on Innovative Applications of Computational Intelligence on Power, Energy and Controls with their Impact on Humanity, CIPECH 2016",conference and proceedings,-
26210,21100780885,ACRA 2016 - 8th Asian Conference on Refrigeration and Air-Conditioning,conference and proceedings,-
26211,21100286403,Acta Historiae Artis Slovenica,journal,Q3
26212,26562,Acta Medica Nagasakiensia,journal,Q4
26213,21100927219,Acute and Critical Care,journal,Q4
26214,21100258736,Advanced Series in Management,book series,Q4
26215,16300154768,American Music,journal,Q3
26216,16400154744,Antiquite Tardive,journal,Q3
26217,21100401234,Anuario Mexicano de Derecho Internacional,journal,Q4
26218,16100154769,Arabic Sciences and Philosophy,journal,Q3
26219,21100903454,Arab Media and Society,journal,Q2
26220,21100242217,Archeologia Polski,journal,Q3
26221,28320,Arethusa,journal,Q2
26222,70577,Asian and African Studies,journal,Q3
26223,95289,Australasian Institute of Mining and Metallurgy Publication Series,conference and proceedings,-
26224,21100855926,Australian Journal of Herbal and Naturopathic Medicine,journal,Q3
26225,21100201043,Banking and Finance Review,journal,Q4
26226,21100810884,Boletin de Literatura Oral,journal,Q2
26227,5800172268,Boletin Mexicano de Derecho Comparado,journal,Q4
26228,21100896340,Bookbird: Journal of International Children's Literature,journal,Q2
26229,21100775934,British Journal of American Legal Studies,journal,Q4
26230,21100793814,CACIDI 2016 - Congreso Aergentino de Ciencias de la Informatica y Desarrollos de Investigacion,conference and proceedings,-
26231,11200153301,Canadian journal of neuroscience nursing,journal,Q4
26232,21100215158,Catalan Historical Review,journal,Q3
26233,21100374810,Central Asia and the Caucasus,journal,Q3
26234,23390,Chemist,journal,Q4
26235,21100831020,Civilistica.com,journal,Q4
26236,21100803568,Comunicazioni Sociali,journal,Q2
26237,19700182807,"Contagion: Journal of Violence, Mimesis, and Culture",journal,Q2
26238,21100211362,Contemporary Educational Research Quarterly,journal,Q4
26239,5600156880,Critical Quarterly,journal,Q2
26240,21100199123,Croatica Christiana Periodica,journal,Q3
26241,21100468961,CS MANTECH 2016 - International Conference on Compound Semiconductor Manufacturing Technology,conference and proceedings,-
26242,21100790708,Culture and History Digital Journal,journal,Q3
26243,21000195604,Current Gynecologic Oncology,journal,Q4
26244,21100781866,DATA 2016 - Proceedings of the 5th International Conference on Data Management Technologies and Applications,conference and proceedings,-
26245,26011,Diabetologie Metabolismus Endokrinologie Vyziva,journal,Q4
26246,5800208254,Dictionaries,journal,Q2
26247,73076,Drug Discovery World,journal,Q4
26248,21100891787,Ecclesial Practices,journal,Q3
26249,21100276218,Ecclesiastical Law Journal,journal,Q3
26250,19700173010,Eighteenth-Century Music,journal,Q3
26251,16662,Energia Elettrica,journal,Q4
26252,21100236219,Ephemerides Liturgicae,journal,Q3
26253,13165,Erciyes Tip Dergisi,journal,Q4
26254,19700167010,Estudios de Historia Moderna Contemporanea de Mexico,journal,Q3
26255,21100238615,Estudios Eclesiasticos,journal,Q3
26256,14377,Estudios Sociologicos,journal,Q4
26257,145357,Ethique et Sante,journal,Q4
26258,21100803194,"European Simulation and Modelling Conference 2016, ESM 2016",conference and proceedings,-
26259,6200175025,Existentia,journal,Q3
26260,12680,Farbe und Lack,trade journal,Q4
26261,16200154726,Film Criticism,journal,Q2
26262,5800209601,Folia Onomastica Croatica,journal,Q3
26263,5800223782,Forum Italicum,journal,Q2
26264,21100827151,Foundation Review,journal,Q4
26265,16400154756,French Forum,journal,Q2
26266,19700175017,Gastric and Breast Cancer,journal,Q4
26267,21100863627,Gender Studies,book series,Q4
26268,21100429507,"Global Advances in Selenium Research from Theory to Application - Proceedings of the 4th International Conference on Selenium in the Environment and Human Health, 2015",conference and proceedings,-
26269,21100838726,Glossae,journal,Q3
26270,28859,Gymnasium,journal,Q2
26271,25980,Hematologie,journal,Q4
26272,5800207697,Hermeneus,journal,Q3
26273,16000154752,Historia - Zeitschrift fur Alte Geschichte,journal,Q2
26274,15275,Historische Zeitschrift,journal,Q3
26275,13026,Huadong Ligong Daxue Xuebao /Journal of East China University of Science and Technology,journal,Q4
26276,33335,Huaxue Gongcheng/Chemical Engineering,journal,Q4
26277,21100328250,Innsbrucker Beitrage zur Sprachwissenschaft,book series,Q3
26278,21100268400,International Journal for Technology in Mathematics Education,journal,Q4
26279,21100204514,International Journal of Advanced Mechatronic Systems,journal,Q4
26280,19700186899,International Journal of Applied Systemic Studies,journal,Q4
26281,21100231630,International Journal of Control Theory and Applications,journal,Q4
26282,21100258750,International Journal of Interdisciplinary Civic and Political Studies,journal,Q4
26283,21100449118,International Journal of Islamic Architecture,journal,Q2
26284,17700156008,International Journal of Psychosocial Rehabilitation,journal,Q4
26285,21100198223,International Journal of Reasoning-based Intelligent Systems,journal,Q4
26286,21100792751,International Journal of Religion and Spirituality in Society,journal,Q3
26287,21100258804,International Journal of Visual Design,journal,Q2
26288,19700186854,International Journal of Web Portals,journal,Q4
26289,21630,International Surgery,journal,Q4
26290,21100241607,Islamic Quarterly,journal,Q3
26291,145549,ITNOW,trade journal,Q4
26292,21100305002,Janus.net,journal,Q4
26293,15967,JMS - Journal of Medical Society,journal,Q4
26294,15351,Journal de Pediatrie et de Puericulture,journal,Q4
26295,21100885609,Journal of American-East Asian Relations,journal,Q3
26296,7100153151,Journal of Arabic Literature,journal,Q2
26297,21100259124,Journal of Beckett Studies,journal,Q2
26298,21100896265,Journal of China and International Relations,journal,Q4
26299,23344,Journal of Ecophysiology and Occupational Health,journal,Q4
26300,21100432792,Journal of Electronic Science and Technology,journal,Q4
26301,20196,Journal of European Studies,journal,Q4
26302,144674,Journal of Geomatics,journal,Q4
26303,19700175059,Journal of Global Drug Policy and Practice,journal,Q4
26304,21100881665,Journal of Land and Development,journal,Q4
26305,145354,Journal of Plant Resources and Environment,journal,Q4
26306,21100388304,Journal of Scandinavian Cinema,journal,Q2
26307,21100853883,Journal of Solid Tumors,journal,Q4
26308,24097,Journal of the Indian Chemical Society,journal,Q4
26309,19900194804,Journal of the Statistical and Social Inquiry Society of Ireland,journal,Q4
26310,19700174988,Journal of the University of Malaya Medical Centre,journal,Q4
26311,19700175709,Journal of Zanjan University of Medical Sciences and Health Services,journal,Q4
26312,19700174805,Kardiologicka Revue,journal,Q4
26313,29299,Kartographische Nachrichten,journal,Q4
26314,21100825350,Kervan,journal,Q2
26315,21100201083,Kierkegaard Studies,book series,Q3
26316,21100211324,Lexis (Peru),journal,Q2
26317,18500158300,Logos (Spain),journal,Q3
26318,16412,Louvain Studies,journal,Q3
26319,21100415801,"Magic, Ritual, and Witchcraft",journal,Q3
26320,79119,Magyar Geofizika,journal,Q4
26321,21100787815,"Maintenance, Monitoring, Safety, Risk and Resilience of Bridges and Bridge Networks - Proceedings of the 8th International Conference on Bridge Maintenance, Safety and Management, IABMAS 2016",conference and proceedings,-
26322,86787,Malayan Nature Journal,journal,Q4
26323,21072,Mechanical Engineering,trade journal,Q4
26324,15999,Medievales,book series,Q4
26325,5800169161,"Military Balance, The",journal,Q4
26326,16800154733,Mitteilungen des Kunsthistorischen Institutes in Florenz,journal,Q3
26327,21885,Moreana,journal,Q3
26328,19700169987,Mundo da Saude,journal,Q4
26329,16400154730,Museon,journal,Q2
26330,19900191812,Musicology Australia,journal,Q3
26331,24817,Nachrichten aus der Chemie,journal,Q4
26332,21100792711,"Nanotechnology Materials and Devices Conference, NMDC 2016 - Conference Proceedings",conference and proceedings,-
26333,21100783506,Narodopisna Revue,journal,Q3
26334,17700156531,NATO Science for Peace and Security Series A: Chemistry and Biology,book series,Q4
26335,19400158802,Nederlandse Letterkunde,journal,Q2
26336,19700182733,Neurologia Argentina,journal,Q4
26337,18000156708,Neuropsychiatria i Neuropsychologia,journal,Q4
26338,16096,Notes and Queries,journal,Q2
26339,5800207548,NOWELE,journal,Q3
26340,21100224005,Obradoiro de Historia Moderna,journal,Q3
26341,24160,"OECD observer. Organisation for Economic Co-operation and Development, The",journal,Q4
26342,19700186910,Open Materials Science Journal,journal,Q4
26343,21100396355,Osservatorio del Diritto Civile e Commerciale,journal,Q4
26344,5800212772,Palimpsestes,book series,Q2
26345,21100203108,Philosophia (Philippines),journal,Q3
26346,12100157008,Polis,journal,Q2
26347,13224,Polymers Paint Colour Journal,trade journal,Q4
26348,21100457091,"Proceedings - 8th International Conference on u- and e-Service, Science and Technology, UNESST 2015",conference and proceedings,-
